ENCFF819OKP	bed narrowPeak	peaks	ENCSR660RYY	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	4 hour							NR3C1-human	DNA				formaldehyde	False	2016-07-21	GGR				1	1						ENCFF368XSU, ENCFF937AEN	111791	Tim Reddy, Duke	45ea64852754640269b74d2457904cb4		https://www.encodeproject.org/files/ENCFF819OKP/@@download/ENCFF819OKP.bed.gz	GRCh38				released	s3://encode-public/2016/05/31/5e222fb6-ae17-49ad-81d3-0b3de5de68e4/ENCFF819OKP.bed.gz				
ENCFF943XNF	bed narrowPeak	peaks	ENCSR660RYY	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	4 hour							NR3C1-human	DNA				formaldehyde	False	2016-07-21	GGR				2	1						ENCFF122YXG, ENCFF497UFH	11157	Tim Reddy, Duke	718d07e95873f08b0e518281f94abef1		https://www.encodeproject.org/files/ENCFF943XNF/@@download/ENCFF943XNF.bed.gz	GRCh38				released	s3://encode-public/2016/05/31/0f51e8a7-9eda-4be4-b93b-634cf3084de7/ENCFF943XNF.bed.gz				
ENCFF006FOB	bed narrowPeak	peaks	ENCSR215UXN	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour							BCL3-human	DNA				formaldehyde	False	2016-10-27	GGR				3	1						ENCFF271MPT, ENCFF321CXH	8210	Tim Reddy, Duke	034600ea41cfd048c13f1ce079df938f		https://www.encodeproject.org/files/ENCFF006FOB/@@download/ENCFF006FOB.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/fb1d1376-94b1-45d6-b6e4-9bbb0c371830/ENCFF006FOB.bed.gz				
ENCFF172UVX	bed narrowPeak	peaks	ENCSR215UXN	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour							BCL3-human	DNA				formaldehyde	False	2016-10-27	GGR				1	1						ENCFF403EBP, ENCFF821PBE	263234	Tim Reddy, Duke	5c10ee76e89376cd92fc158bb554e670		https://www.encodeproject.org/files/ENCFF172UVX/@@download/ENCFF172UVX.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/a835ff76-2b24-42d1-b6f3-2a7502232193/ENCFF172UVX.bed.gz				
ENCFF766YEZ	bed narrowPeak	peaks	ENCSR215UXN	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour							BCL3-human	DNA				formaldehyde	False	2016-10-27	GGR				2	1						ENCFF711JTY, ENCFF926JRD	545119	Tim Reddy, Duke	54c4e2a9f91cb8680cedcb49648ca121		https://www.encodeproject.org/files/ENCFF766YEZ/@@download/ENCFF766YEZ.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/7dc970c4-e59c-49c3-bd8c-63df6b01e6d9/ENCFF766YEZ.bed.gz				
ENCFF858QIP	bed narrowPeak	peaks	ENCSR269IUA	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	12 hour							CEBPB-human	DNA				formaldehyde	False	2016-10-27	GGR				1	1						ENCFF227UVU, ENCFF636KDT	278428	Tim Reddy, Duke	f63afaee0621b553eff1930eb1929146		https://www.encodeproject.org/files/ENCFF858QIP/@@download/ENCFF858QIP.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/9d378859-c78e-450f-b68d-a8d35eaf52fd/ENCFF858QIP.bed.gz				
ENCFF507KCU	bed narrowPeak	peaks	ENCSR269IUA	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	12 hour							CEBPB-human	DNA				formaldehyde	False	2016-10-27	GGR				2	1						ENCFF220BAG, ENCFF242HOG	177524	Tim Reddy, Duke	623514483f138c3c59633392f3dac693		https://www.encodeproject.org/files/ENCFF507KCU/@@download/ENCFF507KCU.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/a874a2b6-1b0c-4c07-b87e-5c11a087e740/ENCFF507KCU.bed.gz				
ENCFF739NKN	bed narrowPeak	peaks	ENCSR269IUA	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	12 hour							CEBPB-human	DNA				formaldehyde	False	2016-10-27	GGR				3	1						ENCFF492DBK, ENCFF853VDT	208029	Tim Reddy, Duke	05aca53ea081fc5e01ac911dbd8c0c8f		https://www.encodeproject.org/files/ENCFF739NKN/@@download/ENCFF739NKN.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/c89ce78d-66d7-4cbd-b9fc-fa13351b5d16/ENCFF739NKN.bed.gz				
ENCFF835HHK	bed narrowPeak	peaks	ENCSR919OXR	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour							NR3C1-human	DNA				formaldehyde	False	2016-07-21	GGR				2	1						ENCFF540VMP, ENCFF807YIG	183557	Tim Reddy, Duke	766d373cad684a337982b9974f55eeca		https://www.encodeproject.org/files/ENCFF835HHK/@@download/ENCFF835HHK.bed.gz	GRCh38				released	s3://encode-public/2016/05/31/c76639ce-0fda-4232-9d7f-d18fde3bdcfd/ENCFF835HHK.bed.gz				
ENCFF044MLR	bed narrowPeak	peaks	ENCSR919OXR	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour							NR3C1-human	DNA				formaldehyde	False	2016-07-21	GGR				1	1						ENCFF331QXR, ENCFF429DLV	158748	Tim Reddy, Duke	90f4f7d07c27cb0754b230c84a71222a		https://www.encodeproject.org/files/ENCFF044MLR/@@download/ENCFF044MLR.bed.gz	GRCh38				released	s3://encode-public/2016/05/31/1ada344b-1ad1-46d8-9c02-8eadd9f2d06f/ENCFF044MLR.bed.gz				
ENCFF597LEE	bed narrowPeak	peaks	ENCSR919OXR	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour							NR3C1-human	DNA				formaldehyde	False	2016-07-21	GGR				3	1						ENCFF038DBH, ENCFF353MMY	182454	Tim Reddy, Duke	007b38e27c019e39d54a2553dcd3b639		https://www.encodeproject.org/files/ENCFF597LEE/@@download/ENCFF597LEE.bed.gz	GRCh38				released	s3://encode-public/2016/05/31/0cd9a4c6-8dc5-4b67-8175-1e3c387430e8/ENCFF597LEE.bed.gz				
ENCFF783RCT	bed narrowPeak	peaks	ENCSR716SJK	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100.0 nM	15.0 minute							JUN-human	DNA				formaldehyde	False	2017-10-19	GGR				1	1						ENCFF294LLT, ENCFF621EFB	633451	Tim Reddy, Duke	28e76db6c45cbdc27add13bb9da59df6		https://www.encodeproject.org/files/ENCFF783RCT/@@download/ENCFF783RCT.bed.gz	GRCh38				released	s3://encode-public/2017/10/13/b075f52a-272c-4dca-b96f-589492b7541f/ENCFF783RCT.bed.gz				
ENCFF780RMA	bed narrowPeak	peaks	ENCSR716SJK	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100.0 nM	15.0 minute							JUN-human	DNA				formaldehyde	False	2017-10-19	GGR				3	1						ENCFF102HBE, ENCFF990EAK	567089	Tim Reddy, Duke	b9c3e6bc3057cf19c80f99066af0364e		https://www.encodeproject.org/files/ENCFF780RMA/@@download/ENCFF780RMA.bed.gz	GRCh38				released	s3://encode-public/2017/10/13/ec47bfd3-94ad-4d7d-90ac-0a8a4d0af5be/ENCFF780RMA.bed.gz				
ENCFF550CPD	bed narrowPeak	peaks	ENCSR716SJK	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100.0 nM	15.0 minute							JUN-human	DNA				formaldehyde	False	2017-10-19	GGR				2	1						ENCFF081VQD, ENCFF949OJL	779736	Tim Reddy, Duke	ad4824e92b96536367b997c0fbb3f3e3		https://www.encodeproject.org/files/ENCFF550CPD/@@download/ENCFF550CPD.bed.gz	GRCh38				released	s3://encode-public/2017/10/13/8daa15f2-2959-4366-ab0f-f8675a59fbec/ENCFF550CPD.bed.gz				
ENCFF011CUR	bed narrowPeak	peaks	ENCSR287FWE	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	12 hour							NR3C1-human	DNA				formaldehyde	False	2016-07-21	GGR				1	1						ENCFF166FHD, ENCFF221AJW	9324	Tim Reddy, Duke	f9e874218e423ad43e42c85d7bab1ead		https://www.encodeproject.org/files/ENCFF011CUR/@@download/ENCFF011CUR.bed.gz	GRCh38				released	s3://encode-public/2016/05/31/b642ac3a-2c2b-4973-9a00-6918afee5896/ENCFF011CUR.bed.gz				
ENCFF984JYU	bed narrowPeak	peaks	ENCSR287FWE	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	12 hour							NR3C1-human	DNA				formaldehyde	False	2016-07-21	GGR				3	1						ENCFF221EVX, ENCFF888BBP	105195	Tim Reddy, Duke	54f058e01a58134d3aaa44ea521974f7		https://www.encodeproject.org/files/ENCFF984JYU/@@download/ENCFF984JYU.bed.gz	GRCh38				released	s3://encode-public/2016/05/31/148d75ef-15f2-43c5-bbd9-2bfa3790671d/ENCFF984JYU.bed.gz				
ENCFF983QTI	bed narrowPeak	peaks	ENCSR287FWE	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	12 hour							NR3C1-human	DNA				formaldehyde	False	2016-07-21	GGR				2	1						ENCFF236LTP, ENCFF686FKZ	90656	Tim Reddy, Duke	35bc42cf766382b6c1a407d5c0cac1a9		https://www.encodeproject.org/files/ENCFF983QTI/@@download/ENCFF983QTI.bed.gz	GRCh38				released	s3://encode-public/2016/05/31/f288ceb1-833c-45e8-95ca-3bd5a4f82c0d/ENCFF983QTI.bed.gz				
ENCFF378TQR	bed narrowPeak	peaks	ENCSR770OTI	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	2 hour							EP300-human	DNA				formaldehyde	False	2016-10-27	GGR				3	1						ENCFF228EDI, ENCFF634ULC	26601	Tim Reddy, Duke	7a853c8c96f6fb009388c330fca76c27		https://www.encodeproject.org/files/ENCFF378TQR/@@download/ENCFF378TQR.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/aec01930-7787-43b1-ac35-e856e4566c13/ENCFF378TQR.bed.gz				
ENCFF762WES	bed narrowPeak	peaks	ENCSR770OTI	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	2 hour							EP300-human	DNA				formaldehyde	False	2016-10-27	GGR				2	1						ENCFF368OTV, ENCFF760FLY	120936	Tim Reddy, Duke	128a43ae9d701853614ead5eae6c3e05		https://www.encodeproject.org/files/ENCFF762WES/@@download/ENCFF762WES.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/616ef338-e33c-46e9-b7d2-706f593311b8/ENCFF762WES.bed.gz				
ENCFF064PJU	bed narrowPeak	peaks	ENCSR770OTI	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	2 hour							EP300-human	DNA				formaldehyde	False	2016-10-27	GGR				1	1						ENCFF592QBB, ENCFF632UPH	42100	Tim Reddy, Duke	c1eb6253d9574374d0ff37f59b8ca53e		https://www.encodeproject.org/files/ENCFF064PJU/@@download/ENCFF064PJU.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/0042c1e2-7cd2-4f30-9606-2e44eee20959/ENCFF064PJU.bed.gz				
ENCFF827LBN	bed narrowPeak	peaks	ENCSR783THJ	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	8 hour							JUN-human	DNA				formaldehyde	False	2016-12-20	GGR				2	1						ENCFF050AWF, ENCFF865ZMH	422371	Tim Reddy, Duke	607a9ce88653d787d93e82b735a5e2de		https://www.encodeproject.org/files/ENCFF827LBN/@@download/ENCFF827LBN.bed.gz	GRCh38				released	s3://encode-public/2016/12/15/4b9e5f7a-e7e7-4052-b6c8-1000b72377f7/ENCFF827LBN.bed.gz				
ENCFF898VEC	bed narrowPeak	peaks	ENCSR783THJ	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	8 hour							JUN-human	DNA				formaldehyde	False	2016-12-20	GGR				1	1						ENCFF208JDO, ENCFF843LAV	584972	Tim Reddy, Duke	39efc2b7a87c142c2e3f5cdb7f2806d6		https://www.encodeproject.org/files/ENCFF898VEC/@@download/ENCFF898VEC.bed.gz	GRCh38				released	s3://encode-public/2016/12/15/ae7e8135-52f4-4ee6-b110-f735f493c9c1/ENCFF898VEC.bed.gz				
ENCFF873BYJ	bed narrowPeak	peaks	ENCSR783THJ	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	8 hour							JUN-human	DNA				formaldehyde	False	2016-12-20	GGR				3	1						ENCFF414RDL, ENCFF676EAJ	295725	Tim Reddy, Duke	84c04316f3190bae42087b97e565b814		https://www.encodeproject.org/files/ENCFF873BYJ/@@download/ENCFF873BYJ.bed.gz	GRCh38				released	s3://encode-public/2016/12/15/55aaf5cd-4691-43c8-b204-291d4675042a/ENCFF873BYJ.bed.gz				
ENCFF494KBA	bed narrowPeak	peaks	ENCSR857QEA	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100.0 nM	5.0 minute							NR3C1-human	DNA				formaldehyde	False	2017-10-19	GGR				1	1						ENCFF183KQM, ENCFF880BMZ	414920	Tim Reddy, Duke	2cafc21b773944af2bdf111ada6babde		https://www.encodeproject.org/files/ENCFF494KBA/@@download/ENCFF494KBA.bed.gz	GRCh38				released	s3://encode-public/2017/10/13/ee00e5c2-db3e-45be-8205-1e1ca17f4855/ENCFF494KBA.bed.gz				
ENCFF259MMW	bed narrowPeak	peaks	ENCSR857QEA	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100.0 nM	5.0 minute							NR3C1-human	DNA				formaldehyde	False	2017-10-19	GGR				3	1						ENCFF386KQX, ENCFF755DFD	364680	Tim Reddy, Duke	b098bf6c0de2357a23df3a415099c66d		https://www.encodeproject.org/files/ENCFF259MMW/@@download/ENCFF259MMW.bed.gz	GRCh38				released	s3://encode-public/2017/10/13/f140e946-8514-4e31-8f83-f5c82cc23370/ENCFF259MMW.bed.gz				
ENCFF404GGW	bed narrowPeak	peaks	ENCSR857QEA	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100.0 nM	5.0 minute							NR3C1-human	DNA				formaldehyde	False	2017-10-19	GGR				2	1						ENCFF142DCQ, ENCFF955ONR	573159	Tim Reddy, Duke	40a2844a4ec502608951c8a12917b1d3		https://www.encodeproject.org/files/ENCFF404GGW/@@download/ENCFF404GGW.bed.gz	GRCh38				released	s3://encode-public/2017/10/13/0bb03af2-fa34-4c0c-b077-fa0198b33026/ENCFF404GGW.bed.gz				
ENCFF759URR	bed narrowPeak	peaks	ENCSR192PBJ	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										JUN-human	DNA				formaldehyde	False	2017-10-19	GGR				1	1						ENCFF259LMS, ENCFF465VQL	520893	Tim Reddy, Duke	1e10208f6e1eab93f2b7cc0c1a191ac0		https://www.encodeproject.org/files/ENCFF759URR/@@download/ENCFF759URR.bed.gz	GRCh38				released	s3://encode-public/2017/10/13/b6940f58-ed53-4107-be7e-48d54d7f82be/ENCFF759URR.bed.gz				
ENCFF939QUZ	bed narrowPeak	peaks	ENCSR192PBJ	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										JUN-human	DNA				formaldehyde	False	2017-10-19	GGR				2	1						ENCFF149ZFH, ENCFF388YCZ	700987	Tim Reddy, Duke	633b52b01cd0c96a7f848dfbcfbcd016		https://www.encodeproject.org/files/ENCFF939QUZ/@@download/ENCFF939QUZ.bed.gz	GRCh38				released	s3://encode-public/2017/10/13/be75948a-25fd-4cd5-add3-65651c193903/ENCFF939QUZ.bed.gz				
ENCFF945OSN	bed narrowPeak	peaks	ENCSR192PBJ	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens										JUN-human	DNA				formaldehyde	False	2017-10-19	GGR				3	1						ENCFF018RZD, ENCFF174CIV	478424	Tim Reddy, Duke	c95f8dce2eac2983810bf75afa42970a		https://www.encodeproject.org/files/ENCFF945OSN/@@download/ENCFF945OSN.bed.gz	GRCh38				released	s3://encode-public/2017/10/13/5b9d31f5-4efa-4a4d-88b6-08c5765e3899/ENCFF945OSN.bed.gz				
ENCFF640YXQ	bed narrowPeak	peaks	ENCSR330IJE	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour							FOSL2-human	DNA				formaldehyde	False	2016-10-27	GGR				2	1						ENCFF045JEK, ENCFF711JTY	288307	Tim Reddy, Duke	4e36c7565dcbbcaf7896537eaab4275d		https://www.encodeproject.org/files/ENCFF640YXQ/@@download/ENCFF640YXQ.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/72bc47c2-912c-4429-b3f9-fc7dbdd91325/ENCFF640YXQ.bed.gz				
ENCFF954HSU	bed narrowPeak	peaks	ENCSR330IJE	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour							FOSL2-human	DNA				formaldehyde	False	2016-10-27	GGR				1	1						ENCFF403EBP, ENCFF473LME	97653	Tim Reddy, Duke	a04dba7448486ec80da8ee0e66d4a7dc		https://www.encodeproject.org/files/ENCFF954HSU/@@download/ENCFF954HSU.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/d3c279f9-96b5-4b83-97d0-968567d169ff/ENCFF954HSU.bed.gz				
ENCFF460GJL	bed narrowPeak	peaks	ENCSR330IJE	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour							FOSL2-human	DNA				formaldehyde	False	2016-10-27	GGR				3	1						ENCFF271MPT, ENCFF558CXK	4544	Tim Reddy, Duke	56a8f11b75c459fb357cfcd0246a2448		https://www.encodeproject.org/files/ENCFF460GJL/@@download/ENCFF460GJL.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/8c5b1586-ea9b-4165-9317-4b2725977c09/ENCFF460GJL.bed.gz				
ENCFF842NJN	bed narrowPeak	peaks	ENCSR853DWE	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	7 hour							CEBPB-human	DNA				formaldehyde	False	2016-10-27	GGR				2	1						ENCFF476XZD, ENCFF969ZZQ	403250	Tim Reddy, Duke	89af48e2b05aab1028ee2470ee7636e8		https://www.encodeproject.org/files/ENCFF842NJN/@@download/ENCFF842NJN.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/97be1418-3ffa-459a-a24d-e203afe4a95a/ENCFF842NJN.bed.gz				
ENCFF053OPX	bed narrowPeak	peaks	ENCSR853DWE	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	7 hour							CEBPB-human	DNA				formaldehyde	False	2016-10-27	GGR				1	1						ENCFF049LAK, ENCFF122DAA	269934	Tim Reddy, Duke	a8091450aef9238fd4164dbd3e1aeafc		https://www.encodeproject.org/files/ENCFF053OPX/@@download/ENCFF053OPX.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/769ccc1c-8563-4673-80d7-be1625b5125a/ENCFF053OPX.bed.gz				
ENCFF784LWV	bed narrowPeak	peaks	ENCSR853DWE	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	7 hour							CEBPB-human	DNA				formaldehyde	False	2016-10-27	GGR				3	1						ENCFF458HLD, ENCFF639GDS	227151	Tim Reddy, Duke	2728e5973f53422bdb5a83c68e9307c3		https://www.encodeproject.org/files/ENCFF784LWV/@@download/ENCFF784LWV.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/e06d97e9-4ade-49b6-8ea8-9e0f30f22bdc/ENCFF784LWV.bed.gz				
ENCFF969DDL	bed narrowPeak	peaks	ENCSR841ASB	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	6 hour							EP300-human	DNA				formaldehyde	False	2016-10-27	GGR				2	1						ENCFF214UMU, ENCFF601IPW	262296	Tim Reddy, Duke	24f63f0939b9de5d2a44d8460c0a9a90		https://www.encodeproject.org/files/ENCFF969DDL/@@download/ENCFF969DDL.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/f80b9ef2-91f1-41ff-b3dd-d925cbbdfd6d/ENCFF969DDL.bed.gz				
ENCFF847RAC	bed narrowPeak	peaks	ENCSR841ASB	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	6 hour							EP300-human	DNA				formaldehyde	False	2016-10-27	GGR				1	1						ENCFF362UMU, ENCFF408NFU	146217	Tim Reddy, Duke	fba9459ac64c1f108367c390f7709ccd		https://www.encodeproject.org/files/ENCFF847RAC/@@download/ENCFF847RAC.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/7531b5f0-1efb-420f-860e-63a219eaa662/ENCFF847RAC.bed.gz				
ENCFF259DBI	bed narrowPeak	peaks	ENCSR841ASB	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	6 hour							EP300-human	DNA				formaldehyde	False	2016-10-27	GGR				3	1						ENCFF752FYN, ENCFF773DUX	98790	Tim Reddy, Duke	62662a7221338208e4b66d7aa2ec0f7d		https://www.encodeproject.org/files/ENCFF259DBI/@@download/ENCFF259DBI.bed.gz	GRCh38				released	s3://encode-public/2016/10/20/0f21e7be-08b1-43e1-b31e-88aebd3979c2/ENCFF259DBI.bed.gz				
