ENCFF204VQS	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000FAT	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		30.0 minute							STAT2-human	DNA					False	2011-10-29	ENCODE				1, 2							ENCFF109BMB, ENCFF419RSJ, ENCFF608HRC, ENCFF685JSX	66160	ENCODE Processing Pipeline	5496fa50897dda446d76e8e279d6aa60		https://www.encodeproject.org/files/ENCFF204VQS/@@download/ENCFF204VQS.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/528c3f48-adfd-4f3a-a39f-a70d4957be88/ENCFF204VQS.bed.gz				
ENCFF506PXL	bed narrowPeak	optimal IDR thresholded peaks	ENCSR015TKV	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										BCLAF1-human	DNA					False	2017-05-17	ENCODE				1, 2							ENCFF419RSJ, ENCFF566DRL, ENCFF842KPA, ENCFF886JTL	7584	ENCODE Processing Pipeline	5a79443e6f9d09972c9ede0a40278e4d		https://www.encodeproject.org/files/ENCFF506PXL/@@download/ENCFF506PXL.bed.gz	GRCh38				released	s3://encode-public/2017/04/21/64b045d4-0f1d-4dda-82a5-fafa3b703ca3/ENCFF506PXL.bed.gz				
ENCFF418DKQ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EEH	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										NRF1-human	DNA					False	2011-10-29	ENCODE				1, 2							ENCFF124WQS, ENCFF138MUF, ENCFF359WRW, ENCFF419RSJ	40422	ENCODE Processing Pipeline	7c72b8a143475dc3e7a1fa34f52a02e8		https://www.encodeproject.org/files/ENCFF418DKQ/@@download/ENCFF418DKQ.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/44af3013-f8d7-44d8-862f-f46b6a82609f/ENCFF418DKQ.bed.gz				
ENCFF845NAG	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DMY	ChIP-seq	EFO:0005696	D721Med	cell line	Homo sapiens										CTCF-human	DNA					False	2012-08-27	ENCODE				1, 2							ENCFF419RSJ, ENCFF652DOH, ENCFF928JWJ, ENCFF939PBN	697456	ENCODE Processing Pipeline	5938cc121876c7b44b0bf0aef46ecb96		https://www.encodeproject.org/files/ENCFF845NAG/@@download/ENCFF845NAG.bed.gz	GRCh38				released	s3://encode-public/2017/04/11/3f3e3960-341a-47e0-89d7-95ad131c5e9c/ENCFF845NAG.bed.gz				
ENCFF226OCL	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EXG	ChIP-seq	EFO:0005236	NT2/D1	cell line	Homo sapiens										YY1-human	DNA					False	2011-10-29	ENCODE				1, 2							ENCFF254MED, ENCFF374VTX, ENCFF419RSJ, ENCFF565QVJ	81197	ENCODE Processing Pipeline	698dae7539081fa54279b0affe83825e		https://www.encodeproject.org/files/ENCFF226OCL/@@download/ENCFF226OCL.bed.gz	GRCh38				released	s3://encode-public/2016/11/15/f9e83597-904d-46a1-8227-f27e5549b5cc/ENCFF226OCL.bed.gz				
ENCFF791ZPU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EWH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NR2C2-human	DNA					False	2011-10-29	ENCODE				1, 2							ENCFF138LHR, ENCFF159OAW, ENCFF419RSJ, ENCFF430YGK	10865	ENCODE Processing Pipeline	2c06d5202c81ec20cb1b5e46ae39d730		https://www.encodeproject.org/files/ENCFF791ZPU/@@download/ENCFF791ZPU.bed.gz	GRCh38				released	s3://encode-public/2017/02/07/60792dd0-7100-4de4-96db-2dd7929bf5b4/ENCFF791ZPU.bed.gz				
ENCFF501SHB	bed narrowPeak	optimal IDR thresholded peaks	ENCSR673WZL	ChIP-seq	EFO:0002071	LNCAP	cell line	Homo sapiens	17β-hydroxy-5α-androstan-3-one	10 nM	4 hour							CTCF-human	DNA					False	2017-06-29	ENCODE				1, 2							ENCFF137FQL, ENCFF281STR, ENCFF419RSJ, ENCFF996YCP	771828	ENCODE Processing Pipeline	b3d9060f8d80222fdb9533dee5d136eb		https://www.encodeproject.org/files/ENCFF501SHB/@@download/ENCFF501SHB.bed.gz	GRCh38				released	s3://encode-public/2017/07/21/417de15a-b490-4494-aed7-31b702d24105/ENCFF501SHB.bed.gz				
ENCFF467WOR	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BNU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ATF3-human	DNA					False	2011-07-18	ENCODE				1, 2							ENCFF145FYQ, ENCFF419RSJ, ENCFF650KQD, ENCFF980RKS	131560	ENCODE Processing Pipeline	0eea4ec13ed728c59950c45219d7f880		https://www.encodeproject.org/files/ENCFF467WOR/@@download/ENCFF467WOR.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/4c6c8cf1-eff4-4a0b-9af9-fa5f0c22fb95/ENCFF467WOR.bed.gz				
ENCFF556FYF	bed narrowPeak	optimal IDR thresholded peaks	ENCSR888XZK	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TCF7L2-human	DNA					False	2016-07-28	ENCODE				1, 2							ENCFF364FBS, ENCFF419RSJ, ENCFF567TSK, ENCFF635SZW	39688	ENCODE Processing Pipeline	06fd850832b427a97078af5d005d43e5		https://www.encodeproject.org/files/ENCFF556FYF/@@download/ENCFF556FYF.bed.gz	GRCh38				released	s3://encode-public/2016/10/24/538446fe-dd88-4e1c-9a04-2b182e385d9f/ENCFF556FYF.bed.gz				
ENCFF618VMC	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EFV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										MAX-human	DNA					False	2012-05-14	ENCODE				1, 2							ENCFF419RSJ, ENCFF795AWI, ENCFF825YKX, ENCFF904QUW	625612	ENCODE Processing Pipeline	f4682a1dc246195895e23f28ea0ee326		https://www.encodeproject.org/files/ENCFF618VMC/@@download/ENCFF618VMC.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/b74db5e8-e563-4bcb-b884-f9f89e4feb27/ENCFF618VMC.bed.gz				
ENCFF695MEK	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DYB	ChIP-seq	EFO:0001260	WI38	cell line	Homo sapiens										CTCF-human	DNA					False	2012-01-17	ENCODE				1, 2							ENCFF300WWD, ENCFF385WCR, ENCFF419RSJ, ENCFF897FQC	490170	ENCODE Processing Pipeline	79f930fc5699a74526aa59f17a48bd03		https://www.encodeproject.org/files/ENCFF695MEK/@@download/ENCFF695MEK.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/d311a3e3-3d5a-481a-b561-eedaacbbd957/ENCFF695MEK.bed.gz				
ENCFF615DTQ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR173ZVL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF592-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF039FKV, ENCFF419RSJ, ENCFF430AOM, ENCFF770KQZ	225122	ENCODE Processing Pipeline	fed3cb852f3dddf50fc7256d43e41dd5		https://www.encodeproject.org/files/ENCFF615DTQ/@@download/ENCFF615DTQ.bed.gz	GRCh38				released	s3://encode-public/2017/06/24/c149e32c-0d1e-4857-9ec9-3b6d0fb58bd5/ENCFF615DTQ.bed.gz				
ENCFF348STZ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DZA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										MAZ-human	DNA					False	2012-05-14	ENCODE				1, 2							ENCFF089PBY, ENCFF419RSJ, ENCFF495XBO, ENCFF525RFX	431986	ENCODE Processing Pipeline	b36f59bcb5d64a7cf8c4c9c66f2a5fc7		https://www.encodeproject.org/files/ENCFF348STZ/@@download/ENCFF348STZ.bed.gz	GRCh38				released	s3://encode-public/2017/07/20/90e99856-1b93-407b-ab0e-2fe5139d7a49/ENCFF348STZ.bed.gz				
ENCFF443CEL	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DOS	ChIP-seq	EFO:0001200	MCF 10A	cell line	Homo sapiens	ethanol	0.01 percent	36.0 hour	stable transfection	insertion	/targets/SRC-human/				MYC-human	DNA					False	2012-05-14	ENCODE				1, 2							ENCFF018FAJ, ENCFF419RSJ, ENCFF421CVD, ENCFF698LLH	672528	ENCODE Processing Pipeline	41348bd06b666cacea6754085f16da29		https://www.encodeproject.org/files/ENCFF443CEL/@@download/ENCFF443CEL.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/66af59a3-0948-405d-bba0-88492274b499/ENCFF443CEL.bed.gz				
ENCFF144OPN	bed narrowPeak	optimal IDR thresholded peaks	ENCSR109ODF	ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										HES1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF168SNJ, ENCFF399BNG, ENCFF419RSJ, ENCFF604RTF	93758	ENCODE Processing Pipeline	da335a6af9243f65010670743c0927d1		https://www.encodeproject.org/files/ENCFF144OPN/@@download/ENCFF144OPN.bed.gz	GRCh38				released	s3://encode-public/2017/04/12/ce299c19-0a28-4052-9203-9c2f061d64b6/ENCFF144OPN.bed.gz				
ENCFF134HQP	bed narrowPeak	optimal IDR thresholded peaks	ENCSR343ELW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										LEF1-human	DNA					False	2016-07-05	ENCODE				3, 4							ENCFF301GRS, ENCFF419RSJ, ENCFF603XZK, ENCFF679IOJ	406585	ENCODE Processing Pipeline	d1c621345daf570dd43b3bae98baef6a		https://www.encodeproject.org/files/ENCFF134HQP/@@download/ENCFF134HQP.bed.gz	GRCh38				released	s3://encode-public/2016/10/24/e912c85f-33e3-4a22-8e90-1e482f0b9e5e/ENCFF134HQP.bed.gz				
ENCFF010OOE	bed narrowPeak	optimal IDR thresholded peaks	ENCSR091JXL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HES1-human	DNA					False	2016-07-08	ENCODE				1, 2							ENCFF419RSJ, ENCFF524BVG, ENCFF913QZG, ENCFF982UTK	209209	ENCODE Processing Pipeline	c13baaaec9ca12f5c386ff6409336470		https://www.encodeproject.org/files/ENCFF010OOE/@@download/ENCFF010OOE.bed.gz	GRCh38				released	s3://encode-public/2016/10/24/37e099a7-ecb5-4aab-96db-3b8561cbe5f6/ENCFF010OOE.bed.gz				
ENCFF059LJD	bed narrowPeak	optimal IDR thresholded peaks	ENCSR006WUS	ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										NEUROD1-human	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF361XEW, ENCFF419RSJ, ENCFF501XUC, ENCFF737PKU	144123	ENCODE Processing Pipeline	c90c18824d92541475a94e2df5b680f2		https://www.encodeproject.org/files/ENCFF059LJD/@@download/ENCFF059LJD.bed.gz	GRCh38				released	s3://encode-public/2016/10/28/19d3bda7-e93c-4d52-809a-f408fe6468e3/ENCFF059LJD.bed.gz				
ENCFF023ZUW	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BMW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										REST-human	DNA					False	2011-07-18	ENCODE				1, 2							ENCFF082DAI, ENCFF286MTX, ENCFF419RSJ, ENCFF755HSD	236250	ENCODE Processing Pipeline	32adbc5e9e50c18860ffbb3c15be97b6		https://www.encodeproject.org/files/ENCFF023ZUW/@@download/ENCFF023ZUW.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/a9c3adce-9a88-410a-8dc8-b416e9c82ffe/ENCFF023ZUW.bed.gz				
ENCFF808NWU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR004GKA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZEB2-human	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF183XMA, ENCFF419RSJ, ENCFF431YFN, ENCFF909RRT	494804	ENCODE Processing Pipeline	091147fb85557ce881ed563fdad1fcbd		https://www.encodeproject.org/files/ENCFF808NWU/@@download/ENCFF808NWU.bed.gz	GRCh38				released	s3://encode-public/2016/10/24/b0082d7f-8e80-4ec4-b3ca-7068dac5033c/ENCFF808NWU.bed.gz				
ENCFF119XFJ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BPJ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										CTCF-human	DNA					False	2012-02-29	ENCODE				1, 2							ENCFF349NJE, ENCFF419RSJ, ENCFF667VJC, ENCFF822CTO	801899	ENCODE Processing Pipeline	d188231ecd51e08a69f22a2b2faf23f6		https://www.encodeproject.org/files/ENCFF119XFJ/@@download/ENCFF119XFJ.bed.gz	GRCh38				released	s3://encode-public/2016/11/02/cd5bf730-7200-4f96-abce-e64f9a161f2b/ENCFF119XFJ.bed.gz				
ENCFF704VDI	bed narrowPeak	optimal IDR thresholded peaks	ENCSR882ERE	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZKSCAN1-human	DNA					False	2016-03-02	ENCODE				1, 2							ENCFF419RSJ, ENCFF668AKQ, ENCFF754IPA, ENCFF888HUZ	215226	ENCODE Processing Pipeline	d73efa30d687f0d6906ccc21b9513aa8		https://www.encodeproject.org/files/ENCFF704VDI/@@download/ENCFF704VDI.bed.gz	GRCh38				released	s3://encode-public/2016/10/24/c0e8df7f-0b32-40c5-ad11-35de37bfef9d/ENCFF704VDI.bed.gz				
ENCFF855KNL	bed narrowPeak	optimal IDR thresholded peaks	ENCSR856JJB	ChIP-seq	EFO:0007610	RWPE2	cell line	Homo sapiens										CTCF-human	DNA					False	2017-07-21	ENCODE				1, 2							ENCFF224IKQ, ENCFF344RVQ, ENCFF419RSJ, ENCFF464HJB	1830825	ENCODE Processing Pipeline	ae0cfe4bf5df5ff4c50aa44b0bf17ef0		https://www.encodeproject.org/files/ENCFF855KNL/@@download/ENCFF855KNL.bed.gz	GRCh38				released	s3://encode-public/2017/07/21/aacb0d2b-8916-4a7c-8af9-1cc7ab3d6ce9/ENCFF855KNL.bed.gz				
ENCFF712LFQ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR196HOM	ChIP-seq	CL:0002231	epithelial cell of prostate	primary cell	Homo sapiens										CTCF-human	DNA					False	2017-06-23	ENCODE				1, 2							ENCFF011NRT, ENCFF305CKS, ENCFF419RSJ, ENCFF887AQJ	1879680	ENCODE Processing Pipeline	687dcb39c1b32f30548bd57a2db9752e		https://www.encodeproject.org/files/ENCFF712LFQ/@@download/ENCFF712LFQ.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/d1fa00d0-5a59-4d90-97f0-10b80d8dcdb6/ENCFF712LFQ.bed.gz				
ENCFF313HBL	bed narrowPeak	optimal IDR thresholded peaks	ENCSR072PWP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF24-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF355MUX, ENCFF364CMF, ENCFF419RSJ, ENCFF620IIG	334479	ENCODE Processing Pipeline	cfcba39453fca558911b6f1d9f449785		https://www.encodeproject.org/files/ENCFF313HBL/@@download/ENCFF313HBL.bed.gz	GRCh38				released	s3://encode-public/2017/06/24/3776a394-5188-43c8-a38f-0c19b3eeae96/ENCFF313HBL.bed.gz				
ENCFF652BRY	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DZO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NRF1-human	DNA					False	2011-10-29	ENCODE				1, 2							ENCFF058MCE, ENCFF419RSJ, ENCFF787JPP, ENCFF930PRH	89258	ENCODE Processing Pipeline	074167810e21167ebe5514044b7a9555		https://www.encodeproject.org/files/ENCFF652BRY/@@download/ENCFF652BRY.bed.gz	GRCh38				released	s3://encode-public/2017/07/14/0d5836ec-3bfa-4067-8eb7-10c74f397779/ENCFF652BRY.bed.gz				
ENCFF718DFX	bed narrowPeak	optimal IDR thresholded peaks	ENCSR757IIU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HMBOX1-human	DNA					False	2016-03-30	ENCODE				1, 2							ENCFF034XAT, ENCFF079HTI, ENCFF419RSJ, ENCFF678AVD	513563	ENCODE Processing Pipeline	bd4007ae01d0f255d400fec344b2c2e9		https://www.encodeproject.org/files/ENCFF718DFX/@@download/ENCFF718DFX.bed.gz	GRCh38				released	s3://encode-public/2016/10/28/bdf746fc-de4d-4445-966b-0d041342a90f/ENCFF718DFX.bed.gz				
ENCFF328IZQ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000ECK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens										MAFK-human	DNA					False	2012-05-14	ENCODE				1, 2							ENCFF254FTP, ENCFF328BUR, ENCFF419RSJ, ENCFF982XOA	303947	ENCODE Processing Pipeline	4ba8266a01518d9342c74cf2b8c05407		https://www.encodeproject.org/files/ENCFF328IZQ/@@download/ENCFF328IZQ.bed.gz	GRCh38				released	s3://encode-public/2016/10/31/ba8ce353-09c1-4580-b447-66990dc4b317/ENCFF328IZQ.bed.gz				
ENCFF768VSH	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BGZ	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										TCF12-human	DNA					False	2011-07-18	ENCODE				1, 2							ENCFF419RSJ, ENCFF503SNB, ENCFF812GBT, ENCFF875ULM	457695	ENCODE Processing Pipeline	9edaafcabc15b0befeed308e57dffb37		https://www.encodeproject.org/files/ENCFF768VSH/@@download/ENCFF768VSH.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/675b9d81-a20c-4325-bc0c-a269d3323674/ENCFF768VSH.bed.gz				
ENCFF579ETM	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EWN	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF263-human	DNA					False	2011-10-29	ENCODE				1, 2							ENCFF419RSJ, ENCFF592UVR, ENCFF609SJE, ENCFF888KVA	67789	ENCODE Processing Pipeline	b6c38bae2ef61a659aadf55b977a891a		https://www.encodeproject.org/files/ENCFF579ETM/@@download/ENCFF579ETM.bed.gz	GRCh38				released	s3://encode-public/2017/02/08/828fd23e-b965-4a45-bf32-45cbe10b22e4/ENCFF579ETM.bed.gz				
ENCFF994OQH	bed narrowPeak	optimal IDR thresholded peaks	ENCSR395HWC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										IKZF1-human	DNA					False	2016-04-22	ENCODE				1, 2							ENCFF306ZCS, ENCFF419RSJ, ENCFF794ZCA, ENCFF957QFG	959869	ENCODE Processing Pipeline	c34f95ee3df4e2e3e5092c6da750dd67		https://www.encodeproject.org/files/ENCFF994OQH/@@download/ENCFF994OQH.bed.gz	GRCh38				released	s3://encode-public/2016/10/28/c4432964-7558-4f4f-b5da-31294cc91307/ENCFF994OQH.bed.gz				
ENCFF062VBB	bed narrowPeak	optimal IDR thresholded peaks	ENCSR115SMW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										PKNOX1-human	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF419RSJ, ENCFF700WGW, ENCFF726HXU, ENCFF869FII	887713	ENCODE Processing Pipeline	bf16b0269116a4fa4b389df05237843a		https://www.encodeproject.org/files/ENCFF062VBB/@@download/ENCFF062VBB.bed.gz	GRCh38				released	s3://encode-public/2016/10/24/db0adbaa-2442-421c-9f11-369c6b6ecec3/ENCFF062VBB.bed.gz				
ENCFF553KIK	bed narrowPeak	optimal IDR thresholded peaks	ENCSR322CFO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZEB2-human	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF155HVK, ENCFF316ASR, ENCFF419RSJ, ENCFF722AOG	416663	ENCODE Processing Pipeline	a5af5857bfbc3bfc8fea09cb90e67a16		https://www.encodeproject.org/files/ENCFF553KIK/@@download/ENCFF553KIK.bed.gz	GRCh38				released	s3://encode-public/2016/10/24/ef220f9e-da7a-492d-9eaf-626d1976645b/ENCFF553KIK.bed.gz				
ENCFF298AIX	bed narrowPeak	optimal IDR thresholded peaks	ENCSR828NCB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										GATAD2B-human	DNA					False	2017-05-17	ENCODE				1, 2							ENCFF036YVM, ENCFF087UQB, ENCFF419RSJ, ENCFF478WIS	639464	ENCODE Processing Pipeline	32405453d0d042d69827e46fb12abe14		https://www.encodeproject.org/files/ENCFF298AIX/@@download/ENCFF298AIX.bed.gz	GRCh38				released	s3://encode-public/2017/04/21/d5ddf5e3-7e88-4bea-8e91-ed278af934fe/ENCFF298AIX.bed.gz				
