Target_ID	lola-PT_SOLEXA_FBgn0005630	lola-PU_SOLEXA_FBgn0005630	lola-PT_SANGER_5_FBgn0005630	lola-PU_SANGER_5_FBgn0005630	M06101_2.00	lola-PG_SOLEXA_FBgn0005630	M06102_2.00	M06106_2.00	lola_SOLEXA_5_FBgn0005630	lola-PF_SOLEXA_FBgn0005630	lola-PG_SANGER_2.5_FBgn0005630	M06095_2.00	M06105_2.00	lola_SANGER_5_FBgn0005630	lola-PQ_SOLEXA_FBgn0005630	lola-PF_SANGER_5_FBgn0005630	lola-PY_SOLEXA_FBgn0005630	M06094_2.00	lola-PD_SOLEXA_FBgn0005630	lola-PA_SANGER_5_FBgn0005630	lola-PJ_SOLEXA_FBgn0005630	M06091_2.00	lola-PA_SOLEXA_FBgn0005630	lola-PO_SOLEXA_FBgn0005630	lola-PY_SANGER_2.5_FBgn0005630	lola-PL_SOLEXA_FBgn0005630	lola-PO_SANGER_5_FBgn0005630	M06099_2.00	lola-PQ_SANGER_5_FBgn0005630	M06104_2.00	M06100_2.00	lola_PK_SANGER_5_FBgn0005630	lola-PD_SANGER_5_FBgn0005630	M06093_2.00	lola-PK_SOLEXA_FBgn0005630	lola-PL_SANGER_2.5_FBgn0005630	M06097_2.00	M06098_2.00	lola-PC_SANGER_5_FBgn0005630	lola-PJ_SANGER_5_FBgn0005630	M06092_2.00	M06096_2.00	lola-PC_SOLEXA_FBgn0005630	lola-PW_SOLEXA_FBgn0005630	lola-PW_SANGER_5_FBgn0005630	M06103_2.00	Average
lola-PG_SANGER_2.5_FBgn0005630	0.15099230506700628	0.16539999423996762	0.18049380482728192	0.0981152259337155	0.1898237679593622	0.6261710386424576	0.11087887447134626	0.6095239262393445	0.6620779332396601	0.10005194184018473	1.0	1.0	0.6603414261828303	0.7467716889703728	0.01803327695599279	0.14895043355202564	0.05976091305921965	0.15778985998382272	0.030998807314816672	0.11386961558349284	0.10005194184018473	0.11127555773593974	0.04601670706223606	0.011324821491759755	0.0981152259337155	0.002139996171214623	0.03851054321624441	0.05256277487370182	0.014644931949409405	0.10567732209788536	0.02367883775990107	0.0625518745641965	0.001546999695617125	0.001546999695617125	0.07107960454789491	0.01195179712023633	0.058479077977572604	0.014644931949409405	0.13296466449272906	0.16886136291018183	0.12723479564570758	0.1504338267131101	0.09200175612033572	0.029616314811434848	0.004819851797361977	0.008078811158039552	0.18195339485640302
M06095_2.00	0.14345885994074958	0.15469427630109028	0.15416947544575324	0.09290517636707081	0.18816523401522262	0.5857851883616481	0.10830833014627357	0.6882353287309614	0.5914529570146525	0.07766145595567861	1.0	1.0	0.7689320786561018	0.6213298481244639	0.01437921087959107	0.12118096300542844	0.0682218751301287	0.15894921479018057	0.02475481392666587	0.09807274527406323	0.08256674470703729	0.11893157207483274	0.04936138416619035	0.007260614714746637	0.09787660117124145	0.001546999695617125	0.022616530368608133	0.04426750886199641	0.013884759467731005	0.11375081019865178	0.02287392075989604	0.07746591940243036	0.001546999695617125	0.001546999695617125	0.05794041063444575	0.010504719710116834	0.07067824419725427	0.01482561397734133	0.11375081019865178	0.14823091667968127	0.1392769998112823	0.17275428807234705	0.08452694433189867	0.020954715117618598	0.003535578798665641	0.006253985342364674	0.17737799182429578
M06105_2.00	0.15230341537984687	0.10965070498323937	0.11547592521051397	0.06425238711993615	0.1388167675462997	0.7227216585450865	0.07228159038631722	0.922923038836016	0.7826284283166898	0.10633812690792938	0.5322044601565515	0.5919305888870461	1.0	0.9276019255490809	0.026290154050238858	0.11654317332721852	0.03467955287791226	0.14533211839009455	0.03774964977086901	0.1521979544387372	0.031746787253554794	0.17492115793738386	0.05717113518888663	0.013393950864290322	0.06230712906508228	0.001546999695617125	0.015104242040575472	0.018188387479544467	0.028094239703058008	0.07645503220805859	0.038053042967731696	0.019156400499745225	0.001546999695617125	0.001546999695617125	0.007039556190190445	0.005239417828577393	0.019156400499745225	0.006194039128203224	0.17876248026731345	0.08383730256722054	0.20588086603010766	0.10969763865075462	0.17901207120432763	0.012212811086769677	0.011774921118175052	0.01613385647574916	0.17665424969611995
lola_SANGER_5_FBgn0005630	0.15286936166683757	0.12114779425747768	0.142947443460269	0.0720948527977492	0.12472293146363522	0.7379375877050329	0.06222951239840867	0.7185141469363356	0.8787231295031795	0.1255480666985976	0.5950818768037958	0.526474827827945	0.9288856099814141	1.0	0.028998447295050387	0.13862041977440878	0.03926845936495832	0.12821004332531566	0.034659600828281616	0.17042275414431887	0.03319449353392259	0.15089502932912421	0.05871215320601241	0.008326608101130794	0.0700697419275433	0.001546999695617125	0.016338595686281793	0.016338595686281793	0.029679624126741053	0.06414611898368898	0.029679624126741053	0.014521046756529408	0.001546999695617125	0.001546999695617125	0.012811500141283086	0.005407324582132886	0.015423416384843057	0.005407324582132886	0.1970861973572789	0.10419518185116457	0.1852706847153752	0.09481567731691908	0.2004707527698938	0.013234697658289192	0.013757541568510629	0.012079463489118258	0.17573607085219137
lola-PQ_SOLEXA_FBgn0005630	0.506448678476858	0.27434428061270444	0.08176757768420997	0.11682849060311029	0.09737882018587438	0.1195570830596975	0.13429232619402598	0.03662548033997608	0.01603039393199525	0.32439505976247435	0.0033467583012543115	0.013911743686340154	0.018456469134424412	0.00581222710958099	1.0	0.11326027552385974	0.28653674257824824	0.15102147213521458	0.28285673834181724	0.08861008193805872	0.4503143579595838	0.10527713025090492	0.21982520138807934	0.24361931021894243	0.07056921405452274	0.18728354032092728	0.00928063804105683	0.016854739403642717	1.0	0.08740673118946483	0.9741072725655587	0.05512659557625959	0.041842003558801924	0.07056921405452274	0.012985198201371026	0.03662548033997608	0.072008251457377	0.06383669286557177	0.043657965461913764	0.04417474047838053	0.06829181427449915	0.05237734601867703	0.18901461816424092	0.015743016039942704	0.004219793024572859	0.007772697764715853	0.16987531004941805
lola-PF_SANGER_5_FBgn0005630	0.1281581021300251	0.13775392844681056	0.11331976198896224	0.08924974236439849	0.1285049088590961	0.08466376505463688	0.10541489943815177	0.1459511539609181	0.1459511539609181	1.0	0.17464910690354501	0.18054604272377275	0.14616016339862084	0.14340745692161003	0.14141212341979997	1.0	0.13340006212609262	1.0	0.1523661322602799	0.15735375812595911	0.027726364345097315	0.14616016339862084	0.08472426051474624	0.001546999695617125	0.12509924499107405	0.07673864217970393	0.001546999695617125	0.0048225363831629125	0.1595528195579127	0.12509924499107405	0.1486371297038068	0.1350223882289389	0.04613429716791326	0.060339352654831944	0.09583918969698557	0.08924974236439849	0.13763221486894167	0.11021959025158487	0.12764338066394376	0.01004118031332084	0.13020726137337957	0.015974258887835692	0.05291826374516604	0.1291389548830445	0.06442899846951713	0.06846429242212744	0.16267760942460785
lola-PY_SOLEXA_FBgn0005630	0.21025817893072316	0.11507352315743226	0.003148793077552849	0.02318101935922155	0.01652308936317175	0.14116930132698954	0.0568001332722295	0.08380911728802184	0.04330901651973944	0.4522393014030733	0.06273701989500685	0.08965855132872207	0.040197589473221246	0.021318142943741982	0.2470840579919	0.08030153431481092	1.0	0.12157858103023257	0.502923643878703	0.28703168900880915	0.29345028730180045	0.2957162979254292	0.5124470373391078	0.07294316819809271	0.6599910243793147	0.2145753561320094	0.06765085701947748	0.0818841044437511	0.04698271866197154	0.6095612487112192	0.05886929134278364	0.11056916282443677	0.12366941988045092	0.14434997553087525	0.16519494356640477	0.05476585221164564	0.13826884338721304	0.0652807285291185	0.0015780267282144524	0.014290860744006107	0.004019353348256338	0.02544330891258724	0.008582144956810917	0.0019848726424411727	0.00967564765124383	0.016451560171024535	0.16079431252397797
M06094_2.00	0.11802048022460772	0.11999879986448157	0.08360580260452695	0.07438102090517465	0.13292655737785486	0.07387110841234228	0.1062182102204015	0.15885895861049748	0.11864833222311319	1.0	0.16641000719131668	0.18764690453428345	0.15468909284125962	0.11358697085135055	0.14196557681997293	1.0	0.14196557681997293	1.0	0.14472897325638842	0.13217892163215583	0.018818950683421362	0.16938714654822792	0.09583827527836537	0.001829515302139204	0.12634632749463806	0.060026696196659325	0.001546999695617125	0.004150762776434124	0.15325168900647493	0.15047597469135665	0.17029938612730708	0.1466684892487931	0.047564625907509483	0.06417789098058155	0.08909532319498073	0.06818138332508752	0.16915939329917615	0.10379675233871498	0.1161210937528011	0.0030934558610130588	0.13956087452071497	0.01564251640507972	0.0439069515876519	0.11481119696270649	0.05311196662229007	0.07321504586235235	0.16021260821869115
lola-PD_SOLEXA_FBgn0005630	0.34031266274708777	0.16019182264208295	0.026755210976068904	0.05729559684268929	0.04348445022714743	0.04017539347497731	0.07992676419591371	0.0531842666144601	0.023120532879075686	0.41950423901129374	0.012239091550047623	0.022750242980499172	0.00392597186048795	0.001546999695617125	0.26496686428413724	0.11410335744104515	0.5362888331363919	0.13987037539527603	1.0	0.033552387492457945	0.05980824348912461	0.04656042822285646	0.11298512784145802	0.5165654335238257	0.0924539877563491	0.31168591655619454	0.12829421282053102	0.14065470192387564	0.03996634036924466	0.10572908180782961	0.06372927438276074	0.08800458854224211	0.5547835881893287	0.5954876385590525	0.21212743206206877	0.29997329114819915	0.10050838700277508	0.3127940709156816	0.0027972527990521878	0.001546999695617125	0.007578738895806648	0.001546999695617125	0.05486175932634408	0.05638458678331506	0.001546999695617125	0.001546999695617125	0.15832863359015525
lola-PA_SANGER_5_FBgn0005630	0.006309060498266591	0.0035709373543474656	0.001660985436791729	0.004528541095970158	0.0034900539192133867	0.15448654008346926	0.008594611670137293	0.1686336237645065	0.15884790352867237	0.12463980800820657	0.09679598890092199	0.10492182700362306	0.12761262244960947	0.11327761937584063	0.07979016665691677	0.15601383384663406	0.28511127977305895	0.14646344037438094	0.07726420941487816	1.0	0.023781944551285572	1.0	0.7068793898657785	0.04778286991783229	0.3960521659859718	0.08943128792793345	0.0259478765940515	0.027341511398296617	0.19266114822076955	0.35158497997448845	0.18214255601884907	0.10089454598906876	0.05856818161808778	0.05221702906905638	0.13555228377064832	0.024994485204323034	0.0955133613227625	0.024994485204323034	0.14932981490220354	0.037038859309623126	0.16535116950991702	0.037038859309623126	0.1480637362507968	0.001546999695617125	0.007047603384889298	0.015403444062552674	0.15041681830900427
lola-PJ_SOLEXA_FBgn0005630	0.3019770344761743	0.1497188108845483	0.07640786359885605	0.10683766344154509	0.09015387988811673	0.13878667995120086	0.12723900935106056	0.04907980871794234	0.0374173293362879	0.18010379314846797	0.07585431063495791	0.09004631480133318	0.043217295580684024	0.03165813552393559	0.4314452565329431	0.02925177175469708	0.318793976507691	0.03785522771997002	0.08239863818418272	0.025880980828298338	1.0	0.03165813552393559	0.10418742581430128	0.06272982860235761	0.06622711326586983	0.09194504962742489	0.0036988128694454715	0.007076167053797645	0.1406524395722336	0.07034297525523199	0.1406524395722336	0.13359725904923375	0.001546999695617125	0.0043709860679900635	0.1520678410382743	0.005736117767038979	0.14140807806934497	0.009292380025207882	0.03437326655392064	1.0	0.04732049821820944	0.8645945738789615	0.09479202785506007	0.0894124807040602	0.05060570837217309	0.05253739517599392	0.1483684734889307
M06091_2.00	0.006653709121699998	0.003011850560284164	0.001546999695617125	0.002143392512248324	0.003649671548507064	0.13111014269854115	0.008937673186577209	0.18181872717922568	0.12046921582931765	0.09113226832058416	0.07645351003488465	0.10267682152905722	0.1286510220696116	0.07645351003488465	0.07532992221876583	0.11765113944769634	0.26194936560946075	0.1720834618454531	0.09113226832058416	1.0	0.014955968706041609	1.0	0.7095734353885731	0.034562984054395895	0.36734972934402027	0.07463241912168656	0.014709644973488811	0.029790631947123433	0.17828524073801452	0.4040454237954155	0.21505441778456402	0.10172335553793353	0.05010899708052784	0.05854971307420273	0.11020940995420335	0.01607913938721342	0.11602396330299523	0.03521358124202263	0.12046921582931765	0.021759562959435236	0.16788237902672162	0.04368081287812631	0.12196503646272072	0.001546999695617125	0.0036138976780303897	0.011098023755535846	0.14512475338002015
lola-PA_SOLEXA_FBgn0005630	0.028650842306402708	0.008859987220981152	0.001546999695617125	0.001546999695617125	0.001546999695617125	0.24080254392974576	0.001546999695617125	0.08588851913051479	0.042882880006756385	0.11504710874330043	0.027397548578404544	0.0543707918863496	0.04297151929770269	0.018079349256535912	0.15275718755399637	0.024187134747530266	0.49128736867753103	0.05758053906685839	0.06987763999565913	0.8241721847864156	0.04339489370732264	0.8515627973846376	1.0	0.036455260319670356	0.3836542608885019	0.518797745191364	0.013051452489969787	0.02200487669836901	0.12437612225258099	0.3999354772313005	0.14063041957164452	0.19951905507805084	0.005910448645460253	0.016897178255928492	0.2178862236956142	0.007251234951789981	0.22922455181183268	0.018143015015152496	0.020789813482303028	0.001546999695617125	0.02364251678738468	0.004040104906525567	0.014128368997497273	0.001546999695617125	0.001546999695617125	0.001546999695617125	0.14322793391548966
lola-PO_SOLEXA_FBgn0005630	0.14966981814380523	0.1323291222367661	0.16953079164377297	0.11177630397532431	0.18606288600247375	0.06766037112258007	0.12844140365210877	0.03834965034937015	0.01973149228153832	0.014479441673872601	0.009966357689654868	0.018089339086365126	0.001546999695617125	0.001546999695617125	0.2413286503367924	0.001546999695617125	0.10749523427596754	0.001546999695617125	0.5277354596915818	0.06581787845371058	0.05140100660267973	0.07281444540605354	0.05507562817511822	1.0	0.09349789325339304	0.10035616474596272	1.0	1.0	0.00545919399855692	0.09858779741921592	0.013401200154722888	0.06979296210735407	0.20369528379797627	0.22107152525843302	0.1372131262258497	0.04355943274032016	0.09264049515203512	0.06535505767745842	0.0040491591235760835	0.001546999695617125	0.009221896714605651	0.001546999695617125	0.04444365998094201	0.11563406442950673	0.02464103970877421	0.04286192245971307	0.1426634598678617
lola-PY_SANGER_2.5_FBgn0005630	0.028469483408504456	0.029101853969160024	0.007249802067406464	0.0036190942066879894	0.007943313623198016	0.03292483030974952	0.007382430187890338	0.0414236276542789	0.025012587486908107	0.08280306972610932	0.0679266585112891	0.09773497214921564	0.08085505094535696	0.060752718943340354	0.09891198730507819	0.08762108472289416	0.733515170406569	0.12431251694641315	0.08280306972610932	0.43315093230469437	0.04415912846216038	0.4206350904351596	0.42130242092506065	0.05873482614891399	1.0	0.11310647509194983	0.07784696577002143	0.09111233411820371	0.031025705701231223	1.0	0.03602066952261544	0.04174582389284227	0.03602066952261544	0.051320249288123614	0.049594071096304565	0.037778575670321175	0.049594071096304565	0.03957989485264844	0.03430884465044894	0.02477054291923317	0.037778575670321175	0.03977526010328433	0.03987233033082306	0.001546999695617125	0.020611161850119984	0.018053635409469228	0.12934366471357936
lola-PL_SOLEXA_FBgn0005630	0.12283309400047462	0.13672115927922496	0.010903205951949681	0.028198561815378623	0.01864314243155803	0.015242642508494358	0.03884588393757376	0.001546999695617125	0.001546999695617125	0.13349872276345295	0.001546999695617125	0.001546999695617125	0.001546999695617125	0.001546999695617125	0.15010512613304705	0.03879136195577559	0.2040409346211546	0.047321676351580126	0.2743982107164787	0.06019222966976281	0.0510039342229958	0.06899765146124494	0.5237201989767997	0.06645593594056418	0.05314672879938643	1.0	0.03342379813105073	0.038268534165111195	0.10025830868244376	0.06526694791706744	0.11061685379593854	0.18358732104311046	0.10538681518049604	0.12137419618377768	0.22915392902958645	0.806465882715614	0.21242379573285405	0.7498141795555515	0.001546999695617125	0.001546999695617125	0.001546999695617125	0.001546999695617125	0.01431413249046291	0.018513580304946136	0.0018857229637127707	0.0034668781745968453	0.12723372335998667
lola-PO_SANGER_5_FBgn0005630	0.12501354836918915	0.14217454806019286	0.21409667160155565	0.16468438625081896	0.21072855623016024	0.01945941790304835	0.16163975211856496	0.025526708085084133	0.02818355325245093	0.018051669992917296	0.0615703664354135	0.05745467783933926	0.027275280556749517	0.028635620505630014	0.02529131897037199	0.0039044627479984965	0.06958615307278887	0.006136518937013776	0.12785276178823157	0.02595211655350781	0.029424025300787186	0.02595211655350781	0.037064691962730364	0.9627398574541981	0.10864604034815649	0.03571732172263685	1.0	1.0	0.005524949974266699	0.10610802019801911	0.009673405619164693	0.05098760597827212	0.22978576758056438	0.22293506535977245	0.11169106922226306	0.07540844656427444	0.05867704378693452	0.07986073223107577	0.005524949974266699	0.001546999695617125	0.005053192180650353	0.0029978779053541176	0.010267127526084384	0.03594320584178935	0.019900034291572683	0.030027238762914247	0.12618858424578044
M06099_2.00	0.0986809227304663	0.12057042227415085	0.180340829621569	0.1331642815246335	0.2357607983996061	0.01897660119574921	0.18285858881260258	0.033482193431781264	0.02112996158719155	0.014747557836969634	0.05512674554714544	0.07020024800504325	0.03348147340972472	0.015626612549285244	0.028117655838229026	0.001998481978179681	0.06034772884661817	0.008524313498315906	0.1237962736220613	0.013706791555964635	0.035827152397442115	0.030455077416497577	0.05017320732211536	1.0	0.09288114289821466	0.024157922669673766	1.0	1.0	0.003000720550895605	0.12743423196946632	0.012031944657037101	0.045754853748518176	0.21686615766488673	0.24922470691105567	0.09876457620729812	0.05487459887413396	0.0700022679139314	0.09537139092166246	0.0016761730697587166	0.001546999695617125	0.007061299188801824	0.0024822472452607973	0.009019158612557827	0.029579592780257964	0.011101715125074301	0.028997971635923322	0.12497659982046451
lola-PQ_SANGER_5_FBgn0005630	0.09681954855291713	0.08690392453541175	0.046321039871374335	0.04744525273673061	0.05040175623248245	0.09071481816080539	0.04944567856905014	0.04944567856905014	0.02100120763126382	0.18144238631376036	0.008439537217389591	0.018253278831454407	0.012752044782313864	0.006385099769634646	1.0	0.128590590700199	0.0530494477038375	0.14726469364247022	0.08093939892099186	0.17818509776758998	0.18495669632517459	0.18921010202283275	0.14452261004718095	0.01962247541535752	0.0416756633397426	0.11969547644676903	0.0017296868243887006	0.0036398238663685125	1.0	0.04744525273673061	1.0	0.047081184632421114	0.008066059572589802	0.01122122077330343	0.0033995386651097114	0.05148483340144322	0.059477423537835215	0.062241224601717896	0.05148483340144322	0.08686428587131632	0.07149136930225478	0.08420472727073051	0.08553311287615278	0.005816292498354544	0.0029733281448345496	0.004700545806856607	0.12483344017151383
