File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF731QHO	bed narrowPeak	peaks and background as input for IDR	ENCSR505XFU	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/her-dmelanogaster/		dm3 2L 16669187 16688363		her-dmelanogaster	DNA					False	2016-07-06	modERN				1							ENCFF047MLK, ENCFF886KZJ	760363	Kevin White, UChicago	13f86cae8b682612b97e0ec389a2b5db		https://www.encodeproject.org/files/ENCFF731QHO/@@download/ENCFF731QHO.bed.gz	dm6				released	s3://encode-public/2016/06/22/4115b063-e6c4-4278-90c5-78a278b36ea5/ENCFF731QHO.bed.gz				
ENCFF372FHZ	bed narrowPeak	peaks and background as input for IDR	ENCSR505XFU	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/her-dmelanogaster/		dm3 2L 16669187 16688363		her-dmelanogaster	DNA					False	2016-07-06	modERN				2							ENCFF886KZJ, ENCFF920HLU	753552	Kevin White, UChicago	9724e8ef40a63dc250b706020216cd32		https://www.encodeproject.org/files/ENCFF372FHZ/@@download/ENCFF372FHZ.bed.gz	dm6				released	s3://encode-public/2016/06/22/83202226-59d5-44b4-923f-5f9eb613fc5c/ENCFF372FHZ.bed.gz				
ENCFF120TLJ	bed narrowPeak	peaks and background as input for IDR	ENCSR505XFU	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/her-dmelanogaster/		dm3 2L 16669187 16688363		her-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2							ENCFF047MLK, ENCFF886KZJ, ENCFF920HLU	751533	Kevin White, UChicago	b64570faaf0e37061185214cfe3f1014		https://www.encodeproject.org/files/ENCFF120TLJ/@@download/ENCFF120TLJ.bed.gz	dm6				released	s3://encode-public/2016/06/22/132fccfb-117a-48d6-b3ca-6934115e593b/ENCFF120TLJ.bed.gz				
ENCFF554AFK	bed narrowPeak	optimal IDR thresholded peaks	ENCSR505XFU	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/her-dmelanogaster/		dm3 2L 16669187 16688363		her-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2							ENCFF120TLJ, ENCFF372FHZ, ENCFF731QHO	77160	Kevin White, UChicago	43710b4536df6d1cbb4396ac931afd01		https://www.encodeproject.org/files/ENCFF554AFK/@@download/ENCFF554AFK.bed.gz	dm6				released	s3://encode-public/2017/10/13/26b8fc34-ab66-47b6-b796-910e1d9e20c6/ENCFF554AFK.bed.gz				
ENCFF296AVW	bed narrowPeak	peaks and background as input for IDR	ENCSR166XCH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/corto-dmelanogaster/		dm3 3R 854030 954646		corto-dmelanogaster	DNA					False	2016-07-06	modERN				2							ENCFF519MSI, ENCFF791YYK	781344	Kevin White, UChicago	9e17ca8bf4aa75a0c3f03c6bf7ff2c67		https://www.encodeproject.org/files/ENCFF296AVW/@@download/ENCFF296AVW.bed.gz	dm3				released	s3://encode-public/2015/10/16/11f8f51e-dee1-4c47-a3a6-0a96f12d8a41/ENCFF296AVW.bed.gz				
ENCFF694VHE	bed narrowPeak	peaks and background as input for IDR	ENCSR166XCH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/corto-dmelanogaster/		dm3 3R 854030 954646		corto-dmelanogaster	DNA					False	2016-07-06	modERN				1							ENCFF519MSI, ENCFF738WDI	777981	Kevin White, UChicago	65d74c8f7e1b233750dde04d4fdf5108		https://www.encodeproject.org/files/ENCFF694VHE/@@download/ENCFF694VHE.bed.gz	dm3				released	s3://encode-public/2015/10/16/2ad62823-649a-46d8-9d7d-2a959a4f096b/ENCFF694VHE.bed.gz				
ENCFF898WEE	bed narrowPeak	peaks and background as input for IDR	ENCSR166XCH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/corto-dmelanogaster/		dm3 3R 854030 954646		corto-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2							ENCFF519MSI, ENCFF738WDI, ENCFF791YYK	785177	Kevin White, UChicago	b2d4d0493364fd8c2aab1d951849c423		https://www.encodeproject.org/files/ENCFF898WEE/@@download/ENCFF898WEE.bed.gz	dm3				released	s3://encode-public/2015/10/16/41eadf03-0b7d-4f0d-a2de-094e40a9e0e8/ENCFF898WEE.bed.gz				
ENCFF765JZU	bed narrowPeak	peaks and background as input for IDR	ENCSR166XCH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/corto-dmelanogaster/		dm3 3R 854030 954646		corto-dmelanogaster	DNA					False	2016-07-06	modERN				1							ENCFF367MRP, ENCFF642GDC	778171	Kevin White, UChicago	49c603e3baf7a011268f93fe28166b03		https://www.encodeproject.org/files/ENCFF765JZU/@@download/ENCFF765JZU.bed.gz	dm6				released	s3://encode-public/2016/06/22/3516235a-43bf-49e1-84f8-ec69a7a00fda/ENCFF765JZU.bed.gz				
ENCFF433MEL	bed narrowPeak	peaks and background as input for IDR	ENCSR166XCH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/corto-dmelanogaster/		dm3 3R 854030 954646		corto-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2							ENCFF367MRP, ENCFF642GDC, ENCFF879CIX	784615	Kevin White, UChicago	6c0ca6f40286286ac5d5c7fa4318ced2		https://www.encodeproject.org/files/ENCFF433MEL/@@download/ENCFF433MEL.bed.gz	dm6				released	s3://encode-public/2016/06/22/93a926cd-5aa7-40da-a2ba-c2c56ee9cad1/ENCFF433MEL.bed.gz				
ENCFF864OFT	bed narrowPeak	peaks and background as input for IDR	ENCSR166XCH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/corto-dmelanogaster/		dm3 3R 854030 954646		corto-dmelanogaster	DNA					False	2016-07-06	modERN				2							ENCFF367MRP, ENCFF879CIX	781497	Kevin White, UChicago	f4ad61a0908bffdb6a86e0b392b55b25		https://www.encodeproject.org/files/ENCFF864OFT/@@download/ENCFF864OFT.bed.gz	dm6				released	s3://encode-public/2016/06/22/a3f10ac3-d26e-4f9e-a0a2-70a5be12643c/ENCFF864OFT.bed.gz				
ENCFF194JZV	bed narrowPeak	optimal IDR thresholded peaks	ENCSR166XCH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/corto-dmelanogaster/		dm3 3R 854030 954646		corto-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2							ENCFF296AVW, ENCFF694VHE, ENCFF898WEE	63684	Kevin White, UChicago	9728da1cc46e69cfb3e6e1293b0dcb2c		https://www.encodeproject.org/files/ENCFF194JZV/@@download/ENCFF194JZV.bed.gz	dm3				released	s3://encode-public/2017/10/13/a2fb16fd-7ad3-4a93-94eb-2d014a2180ba/ENCFF194JZV.bed.gz				
ENCFF466GRZ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR166XCH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/corto-dmelanogaster/		dm3 3R 854030 954646		corto-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2							ENCFF433MEL, ENCFF765JZU, ENCFF864OFT	63383	Kevin White, UChicago	7c3284e6d7dde83c616b9b23ba0916d7		https://www.encodeproject.org/files/ENCFF466GRZ/@@download/ENCFF466GRZ.bed.gz	dm6				released	s3://encode-public/2017/10/13/4ede60ec-4a90-4fbf-b48e-02961e1253da/ENCFF466GRZ.bed.gz				
ENCFF449TCU	bed narrowPeak	peaks and background as input for IDR	ENCSR855JSV	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/CG8301-dmelanogaster/		dm3 3R 5393818 5415804		CG8301-dmelanogaster	DNA					False	2018-06-12	modERN				1							ENCFF087HBK, ENCFF376MCM	737536	Kevin White, UChicago	cdedde9601a10676b4a667ab5eaa1395		https://www.encodeproject.org/files/ENCFF449TCU/@@download/ENCFF449TCU.bed.gz	dm6				released	s3://encode-public/2018/05/30/a72d225a-d33f-4c0c-829f-1b234a25fc55/ENCFF449TCU.bed.gz				
ENCFF144RNA	bed narrowPeak	peaks and background as input for IDR	ENCSR855JSV	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/CG8301-dmelanogaster/		dm3 3R 5393818 5415804		CG8301-dmelanogaster	DNA					False	2018-06-12	modERN				2							ENCFF087HBK, ENCFF740QIX	752392	Kevin White, UChicago	4cda883bd0930474ad07bedf943e2b5a		https://www.encodeproject.org/files/ENCFF144RNA/@@download/ENCFF144RNA.bed.gz	dm6				released	s3://encode-public/2018/05/30/bb47c451-8d93-4fd4-97d7-51dd6e94f898/ENCFF144RNA.bed.gz				
ENCFF896VLF	bed narrowPeak	peaks and background as input for IDR	ENCSR855JSV	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/CG8301-dmelanogaster/		dm3 3R 5393818 5415804		CG8301-dmelanogaster	DNA					False	2018-06-12	modERN				1, 2							ENCFF087HBK, ENCFF376MCM, ENCFF740QIX	732945	Kevin White, UChicago	7ba9ac92c2f72c84c94426bd0f96331e		https://www.encodeproject.org/files/ENCFF896VLF/@@download/ENCFF896VLF.bed.gz	dm6				released	s3://encode-public/2018/05/30/1e2451d1-aa55-4439-b85e-80ea065b01d7/ENCFF896VLF.bed.gz				
ENCFF398HVZ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR855JSV	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/CG8301-dmelanogaster/		dm3 3R 5393818 5415804		CG8301-dmelanogaster	DNA					False	2018-06-12	modERN				1, 2							ENCFF144RNA, ENCFF449TCU, ENCFF896VLF	163898	Kevin White, UChicago	cc53be4b31d41fe55d8580266feb268d		https://www.encodeproject.org/files/ENCFF398HVZ/@@download/ENCFF398HVZ.bed.gz	dm6				released	s3://encode-public/2018/05/30/e1fecb0f-86cd-4ad0-ad50-b05365d1c13f/ENCFF398HVZ.bed.gz				
ENCFF805HYS	bed narrowPeak	peaks and background as input for IDR	ENCSR893CTZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ss-dmelanogaster/		dm3 3R 12149676 12257342		ss-dmelanogaster	DNA					False	2017-11-22	modERN				1	1						ENCFF268BGJ, ENCFF733III	753244	Kevin White, UChicago	812f7e8907058a2b298912719853891d		https://www.encodeproject.org/files/ENCFF805HYS/@@download/ENCFF805HYS.bed.gz	dm3				released	s3://encode-public/2017/09/19/f690fcd7-fb5f-4e7f-87df-2a7bfd27e476/ENCFF805HYS.bed.gz				
ENCFF926AVT	bed narrowPeak	peaks and background as input for IDR	ENCSR893CTZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ss-dmelanogaster/		dm3 3R 12149676 12257342		ss-dmelanogaster	DNA					False	2017-11-22	modERN				2	1						ENCFF107TPB, ENCFF268BGJ	748770	Kevin White, UChicago	4b31df82de9c99531a487bca80a81c31		https://www.encodeproject.org/files/ENCFF926AVT/@@download/ENCFF926AVT.bed.gz	dm3				released	s3://encode-public/2017/09/19/91e81acb-0b39-4335-be1e-35cec65c1926/ENCFF926AVT.bed.gz				
ENCFF005HBF	bed narrowPeak	peaks and background as input for IDR	ENCSR893CTZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ss-dmelanogaster/		dm3 3R 12149676 12257342		ss-dmelanogaster	DNA					False	2017-11-22	modERN				3	1						ENCFF268BGJ, ENCFF715UWC	757986	Kevin White, UChicago	6be20a76ecd089e629190b19328c4242		https://www.encodeproject.org/files/ENCFF005HBF/@@download/ENCFF005HBF.bed.gz	dm3				released	s3://encode-public/2017/09/19/269a4d1c-8912-4b23-8f8c-364a5d88396b/ENCFF005HBF.bed.gz				
